concept,qualifier,context,type
birth,,employee,
status,social,school,string
number,termination,university,integer
anniversary,anniversary,location,date
phone,geographical,location,string
birth,customer,bank,
employment,product,shape,boolean
birth,anniversary,user,
year,anniversary,customer,
name,product,customer,string
phone,ID,university,string
year,ID,shape,
employment,,university,boolean
employment,postal,organization,boolean
number,postal,user,integer
date,work,shape,date
marriage,social,location,date
class,customer,product,string
year,address,store,
grade,postal,organization,string
joining,address,university,date
employee_number,marriage,organization,integer
weight,product,employee,float
name,passport,school,string
country,marriage,product,string
city,social,location,string
year,order,shape,
country,manager,employee,string
marriage,geographical,location,date
day,employee,store,
zip,employment,university,integer
city,employee,university,string
employment,address,shape,boolean
day,customer,product,
country,termination,shape,string
ID,anniversary,customer,integer
email,customer,employee,string
area,address,shape,string
class,customer,store,string
termination,employee,customer,date
month,employee,employee,
level,order,university,string
height,termination,organization,float
employment,manager,organization,boolean
manager_status,marriage,government,boolean
class,customer,employee,string
date,employee,employee,date
number,order,customer,integer
country,customer,school,string
month,order,organization,
month,anniversary,university,
employment,employee,customer,boolean
email,ID,shape,string
termination,manager,employee,date
date,work,user,date
progress,user,customer,string
passport,geographical,location,string
exit,postal,product,
month,work,bank,
phone,employee,organization,string
gender,anniversary,university,string
date,product,location,date
city,,government,string
grade,passport,university,string
joining,termination,store,date
year,work,store,
number,ID,shape,integer
exit,geographical,location,
employee_number,passport,user,integer
employment,user,school,boolean
time,marriage,organization,string
phone,product,employee,string
level,,school,string
year,passport,product,
manager_status,employee,organization,boolean
day,product,organization,
manager_status,manager,product,boolean
area,customer,shape,string
employment,user,government,boolean
employee_number,work,government,integer
weight,passport,shape,float
height,order,shape,float
day,manager,organization,
number,customer,location,integer
manager_status,passport,employee,boolean
level,marriage,bank,string
termination,marriage,government,date
date,customer,university,date
zip,employee,bank,integer
employment,product,store,boolean
salary,employment,school,float
marriage,,organization,date
phone,user,school,string
time,passport,location,string
status,social,government,enumeration
marriage,manager,location,date
employment,product,organization,boolean
termination,employment,bank,date
class,work,school,string
level,social,bank,string
country,manager,location,enumeration
country,marriage,customer,string
country,geographical,university,string
time,social,product,string
exit,geographical,school,
number,postal,government,integer
marriage,,shape,date
joining,product,location,date
employment,geographical,location,boolean
name,geographical,product,string
weight,marriage,store,float
passport,employee,school,string
birth,employment,product,
marriage,customer,university,date
joining,postal,product,date
joining,work,product,date
name,employee,shape,string
termination,customer,store,date
number,product,user,integer
city,,bank,string
month,employment,school,
birth,address,university,
termination,social,employee,date
joining,geographical,customer,date
employee_number,product,user,integer
employment,marriage,university,boolean
joining,postal,university,date
marriage,manager,location,date
marriage,work,shape,date
area,postal,university,string
zip,geographical,employee,integer
month,address,product,
manager_status,ID,organization,boolean
level,passport,university,string
marriage,manager,customer,date
progress,employment,government,enumeration
marriage,product,bank,date
weight,social,shape,float
exit,social,employee,
time,address,store,string
month,user,shape,
ID,employment,university,integer
number,anniversary,school,integer
birth,employee,product,
weight,geographical,user,float
city,social,government,string
employment,,customer,boolean
level,,government,enumeration
country,termination,employee,string
joining,social,store,date
progress,anniversary,bank,string
time,employee,employee,string
exit,employment,customer,
city,address,school,string
birth,address,customer,
zip,marriage,shape,integer
city,order,shape,string
grade,marriage,school,string
gender,employment,university,string
grade,anniversary,location,enumeration
time,postal,organization,string
salary,ID,store,float
month,user,school,
ID,ID,store,integer
marriage,employee,customer,date
level,customer,organization,string
exit,employee,university,
grade,social,store,string
country,work,organization,string
email,manager,user,string
manager_status,social,bank,boolean
level,geographical,employee,string
ID,work,organization,integer
number,geographical,customer,integer
name,termination,shape,string
exit,passport,government,
weight,work,organization,float
phone,user,shape,string
ID,user,university,integer
employee_number,user,university,integer
area,employee,location,string
grade,anniversary,school,string
day,address,product,
birth,work,employee,
birth,employment,university,
exit,termination,employee,
gender,passport,university,string
country,employment,store,string
passport,anniversary,school,string
month,address,product,
termination,marriage,product,date
marriage,product,store,date
class,user,location,enumeration
email,user,organization,string
salary,marriage,employee,float
marriage,user,university,date
anniversary,ID,university,date
ID,customer,product,integer
ID,,university,integer
manager_status,social,customer,boolean
number,work,product,integer
joining,customer,product,date
year,termination,store,
salary,social,university,float
employee_number,employment,university,integer
employment,work,government,boolean
progress,work,employee,string
birth,work,organization,
ID,anniversary,university,integer
name,passport,government,string
grade,employment,university,string
city,user,shape,string
city,termination,user,string
area,marriage,store,string
anniversary,address,shape,date
city,employee,location,string
progress,marriage,organization,string
gender,geographical,bank,string
joining,ID,bank,date
height,user,customer,float
name,,school,string
progress,passport,user,string
salary,social,bank,float
status,social,bank,string
employee_number,manager,school,integer
termination,geographical,organization,date
city,order,location,string
anniversary,,customer,date
employment,,product,boolean
year,employee,organization,
marriage,address,university,date
employment,employee,university,boolean
date,user,user,date
ID,marriage,government,integer
employment,ID,user,boolean
birth,passport,product,
zip,anniversary,bank,integer
time,marriage,product,string
grade,work,store,string
zip,address,organization,integer
phone,user,user,string
termination,social,store,date
phone,geographical,employee,string
gender,manager,customer,string
termination,termination,government,date
employee_number,customer,product,integer
employee_number,social,government,integer
country,product,store,string
ID,,university,integer
zip,marriage,shape,integer
salary,work,employee,float
employee_number,social,product,integer
grade,termination,store,string
time,order,government,string
passport,product,product,string
year,user,organization,
email,address,organization,string
ID,manager,school,integer
termination,address,school,date
name,postal,organization,string
manager_status,employment,user,boolean
level,order,organization,string
progress,postal,employee,string
email,postal,store,string
height,employee,university,float
exit,anniversary,store,
number,anniversary,shape,integer
level,termination,bank,string
phone,termination,government,string
height,user,store,float
number,work,store,integer
country,postal,customer,string
year,work,shape,
email,social,university,string
marriage,anniversary,school,date
employee_number,work,organization,integer
passport,termination,user,string
class,marriage,school,string
year,employee,university,
termination,address,customer,date
status,postal,bank,string
number,manager,product,integer
zip,postal,customer,integer
day,product,product,
year,product,user,
employee_number,work,employee,integer
manager_status,work,store,boolean
email,employee,school,string
month,anniversary,location,
email,postal,organization,string
name,ID,university,string
weight,order,customer,float
country,user,employee,string
status,marriage,shape,string
employment,postal,government,boolean
level,manager,store,string
month,anniversary,university,
joining,product,government,date
passport,ID,product,string
joining,passport,user,date
marriage,order,government,date
anniversary,employment,product,date
number,customer,product,integer
ID,manager,store,integer
area,marriage,school,string
exit,termination,government,
manager_status,postal,location,boolean
level,termination,shape,string
ID,employee,customer,integer
grade,,location,enumeration
progress,termination,user,string
level,user,store,string
name,social,location,string
progress,work,user,string
birth,geographical,location,
salary,manager,university,float
termination,employee,location,date
area,user,location,string
ID,customer,user,integer
salary,anniversary,customer,float
email,employee,government,string
passport,passport,bank,string
number,social,bank,integer
month,work,shape,
area,geographical,school,string
grade,employment,bank,string
termination,customer,product,date
level,work,user,string
ID,termination,bank,integer
class,passport,shape,string
name,passport,product,string
termination,product,school,date
employment,manager,organization,boolean
phone,geographical,shape,string
city,employment,user,string
time,address,organization,string
status,social,location,enumeration
passport,marriage,organization,string
passport,employee,bank,string
grade,customer,shape,string
employment,employee,government,boolean
marriage,customer,store,date
day,termination,organization,
birth,manager,location,
ID,termination,location,integer
weight,employment,store,float
birth,work,user,
employee_number,,user,integer
status,employment,organization,string
status,social,university,string
gender,social,location,string
joining,passport,store,date
time,manager,shape,string
year,postal,university,
joining,marriage,location,date
employment,,university,boolean
month,geographical,government,
employee_number,ID,organization,integer
email,termination,customer,string
employment,product,shape,boolean
manager_status,product,store,boolean
joining,order,user,date
exit,address,product,
area,manager,school,string
gender,manager,product,string
weight,employment,government,float
height,employment,bank,float
phone,marriage,location,string
month,address,user,
manager_status,geographical,location,boolean
date,passport,employee,date
employee_number,employment,shape,integer
phone,marriage,school,string
name,address,organization,string
city,user,location,string
level,ID,user,string
exit,address,customer,
zip,marriage,location,integer
ID,ID,location,integer
email,marriage,customer,string
ID,employee,store,integer
marriage,anniversary,school,date
joining,social,shape,date
area,anniversary,product,string
gender,social,location,string
area,work,location,string
anniversary,product,organization,date
termination,social,customer,date
email,manager,shape,string
ID,manager,shape,integer
employee_number,geographical,employee,integer
marriage,order,school,date
passport,anniversary,employee,string
status,manager,store,string
manager_status,user,government,boolean
salary,geographical,bank,float
joining,address,school,date
phone,marriage,government,string
country,order,bank,string
area,employee,user,string
number,anniversary,school,integer
area,passport,customer,string
city,passport,product,string
exit,postal,government,
email,marriage,location,string
anniversary,ID,employee,date
progress,ID,bank,string
level,employment,government,enumeration
phone,employment,university,string
passport,geographical,school,string
year,,employee,
height,employment,shape,float
year,marriage,employee,
exit,employment,product,
day,user,government,
status,passport,customer,string
employee_number,customer,user,integer
ID,,bank,integer
marriage,employment,store,date
anniversary,employee,employee,date
joining,product,user,date
time,customer,product,string
status,product,location,enumeration
country,order,store,string
weight,user,shape,float
anniversary,termination,organization,date
class,employment,store,string
employment,customer,location,boolean
termination,customer,university,date
grade,customer,shape,string
ID,marriage,university,integer
name,address,customer,string
progress,anniversary,bank,string
day,anniversary,location,
marriage,work,customer,date
month,user,school,
grade,geographical,organization,string
status,anniversary,shape,string
marriage,marriage,bank,date
height,,bank,float
city,anniversary,employee,string
anniversary,address,school,date
name,customer,store,string
area,customer,bank,string
name,work,store,string
manager_status,work,government,boolean
country,employment,school,string
progress,geographical,organization,string
year,marriage,organization,
grade,order,university,string
progress,user,organization,string
employment,customer,government,boolean
area,employee,shape,string
weight,order,user,float
employee_number,anniversary,user,integer
manager_status,address,store,boolean
date,employee,product,date
exit,employment,employee,
city,work,bank,string
name,ID,organization,string
time,anniversary,university,string
employment,user,store,boolean
date,employment,employee,date
zip,product,customer,integer
birth,postal,bank,
grade,ID,store,string
anniversary,work,government,date
passport,anniversary,user,string
employment,postal,university,boolean
termination,termination,employee,date
ID,termination,location,integer
progress,employment,user,string
passport,postal,government,string
anniversary,geographical,bank,date
marriage,customer,shape,date
day,address,location,
grade,social,government,enumeration
salary,work,university,float
exit,passport,store,
gender,termination,customer,string
salary,customer,store,float
termination,order,shape,date
progress,marriage,government,enumeration
email,work,employee,string
termination,geographical,store,date
area,marriage,customer,string
year,work,government,
anniversary,employee,shape,date
city,user,university,string
marriage,marriage,user,date
email,employment,shape,string
employee_number,employee,shape,integer
status,termination,employee,string
area,address,school,string
gender,ID,school,string
area,geographical,government,string
progress,geographical,university,string
day,product,store,
phone,user,school,string
progress,geographical,customer,string
birth,employment,university,
progress,manager,employee,string
gender,social,location,string
progress,user,customer,string
year,manager,school,
termination,passport,bank,date
year,work,bank,
time,user,bank,string
gender,user,shape,string
gender,order,location,string
city,customer,university,string
area,social,university,string
country,passport,bank,string
ID,user,product,integer
anniversary,address,location,date
birth,employee,user,
progress,,customer,string
time,marriage,product,string
time,anniversary,school,string
number,passport,employee,integer
manager_status,manager,bank,boolean
date,anniversary,store,date
salary,customer,location,float
ID,social,shape,integer
progress,termination,university,string
number,ID,university,integer
progress,address,shape,string
employee_number,anniversary,employee,integer
gender,anniversary,shape,string
level,employment,bank,string
class,user,product,string
weight,address,user,float
height,geographical,shape,float
email,customer,product,string
email,product,user,string
city,passport,university,string
marriage,order,government,date
phone,social,product,string
grade,anniversary,government,enumeration
date,customer,customer,date
month,geographical,user,
gender,postal,employee,string
joining,employee,location,date
height,user,organization,float
progress,address,shape,string
exit,address,organization,
year,geographical,product,
grade,product,school,string
date,user,government,date
email,postal,school,string
day,manager,location,
employee_number,postal,product,integer
time,passport,employee,string
email,work,user,string
zip,passport,product,integer
phone,marriage,shape,string
ID,employee,school,integer
number,marriage,school,integer
email,user,school,string
passport,marriage,employee,string
employee_number,passport,shape,integer
salary,termination,employee,float
class,product,customer,string
salary,customer,university,float
grade,postal,university,string
city,user,school,string
manager_status,anniversary,organization,boolean
date,employment,bank,date
salary,postal,customer,float
progress,customer,government,enumeration
date,,store,date
number,geographical,location,integer
area,termination,customer,string
passport,customer,product,string
height,employment,university,float
joining,address,employee,date
progress,marriage,organization,string
month,employee,user,
class,marriage,user,string
city,termination,user,string
joining,anniversary,store,date
day,work,government,
salary,termination,location,float
time,product,university,string
weight,,school,float
area,customer,organization,string
exit,address,location,
name,social,shape,string
year,employee,university,
anniversary,user,employee,date
employment,manager,product,boolean
employee_number,employee,product,integer
name,work,user,string
number,passport,customer,integer
weight,geographical,shape,float
termination,,bank,date
month,customer,store,
manager_status,social,product,boolean
weight,customer,customer,float
ID,marriage,store,integer
status,employee,organization,string
name,anniversary,government,string
passport,marriage,university,string
number,product,organization,integer
phone,social,product,string
birth,social,user,
month,social,location,
level,employment,school,string
status,postal,location,enumeration
grade,user,product,string
phone,product,school,string
phone,,store,string
class,ID,location,enumeration
email,termination,university,string
area,social,location,string
marriage,order,university,date
exit,order,school,
date,anniversary,customer,date
grade,employee,organization,string
height,ID,employee,float
employment,customer,university,boolean
year,address,location,
email,work,customer,string
grade,postal,university,string
level,anniversary,government,enumeration
anniversary,employment,location,date
salary,termination,employee,float
anniversary,ID,shape,date
progress,product,university,string
grade,work,bank,string
exit,manager,customer,
country,order,university,string
country,customer,location,enumeration
marriage,anniversary,shape,date
employment,social,school,boolean
employee_number,postal,product,integer
passport,,government,string
salary,,shape,float
marriage,passport,product,date
phone,manager,government,string
level,address,product,string
ID,termination,shape,integer
marriage,manager,product,date
progress,ID,school,string
passport,passport,location,string
year,manager,shape,
height,user,bank,float
day,,school,
progress,postal,school,string
city,employee,location,string
salary,ID,organization,float
name,customer,university,string
year,address,university,
weight,employment,store,float
zip,address,organization,integer
month,marriage,product,
number,employee,school,integer
phone,address,employee,string
status,work,bank,string
area,passport,customer,string
salary,postal,customer,float
email,user,location,string
year,customer,bank,
zip,,university,integer
marriage,geographical,shape,date
exit,address,product,
level,order,product,string
phone,address,shape,string
termination,geographical,customer,date
email,order,school,string
country,,university,string
termination,marriage,bank,date
marriage,manager,school,date
month,employee,government,
joining,employee,organization,date
grade,postal,store,string
class,marriage,customer,string
height,social,university,float
phone,passport,location,string
month,employment,shape,
manager_status,order,shape,boolean
gender,postal,school,string
year,geographical,government,
country,order,user,string
weight,marriage,user,float
email,employment,university,string
birth,termination,product,
birth,termination,bank,
level,ID,bank,string
birth,termination,bank,
phone,manager,employee,string
country,employee,user,string
progress,user,school,string
level,employment,customer,string
time,postal,shape,string
salary,work,shape,float
marriage,marriage,customer,date
salary,customer,shape,float
passport,geographical,product,string
birth,marriage,government,
passport,marriage,product,string
month,user,user,
phone,passport,user,string
manager_status,employee,employee,boolean
salary,work,government,float
passport,termination,university,string
marriage,work,user,date
termination,manager,product,date
month,employee,store,
employee_number,geographical,customer,integer
exit,geographical,customer,
gender,ID,customer,string
employee_number,product,customer,integer
termination,,bank,date
progress,product,product,string
name,user,product,string
phone,customer,product,string
status,work,employee,string
joining,work,bank,date
year,social,organization,
termination,marriage,product,date
passport,order,university,string
name,customer,customer,string
number,marriage,organization,integer
employment,anniversary,government,boolean
class,order,customer,string
day,,government,
month,manager,organization,
termination,order,customer,date
progress,product,product,string
salary,geographical,user,float
weight,product,product,float
employment,ID,employee,boolean
area,product,employee,string
exit,marriage,shape,
salary,marriage,government,float
employee_number,geographical,school,integer
passport,employment,user,string
exit,product,location,
joining,product,customer,date
year,anniversary,school,
marriage,user,government,date
number,ID,bank,integer
day,customer,organization,
ID,ID,shape,integer
progress,postal,bank,string
manager_status,anniversary,product,boolean
day,address,user,
marriage,anniversary,bank,date
height,passport,product,float
manager_status,customer,school,boolean
passport,employment,location,string
employment,order,product,boolean
joining,employee,store,date
ID,termination,government,integer
salary,employee,university,float
year,user,shape,
exit,product,product,
name,geographical,bank,string
month,order,store,
salary,customer,government,float
date,customer,employee,date
area,employee,product,string
marriage,,school,date
progress,work,store,string
weight,customer,location,float
exit,product,university,
date,product,product,date
year,postal,government,
termination,marriage,government,date
weight,postal,university,float
class,user,store,string
area,termination,customer,string
anniversary,product,school,date
name,user,shape,string
year,product,school,
month,anniversary,customer,
anniversary,product,organization,date
level,geographical,school,string
passport,work,university,string
anniversary,ID,location,date
day,termination,school,
class,employment,bank,string
area,employment,location,string
progress,social,store,string
manager_status,customer,shape,boolean
manager_status,order,university,boolean
birth,marriage,organization,
phone,product,product,string
level,passport,employee,string
joining,user,product,date
exit,termination,location,
day,termination,customer,
email,postal,store,string
ID,termination,location,integer
anniversary,employment,employee,date
birth,postal,school,
city,address,bank,string
city,geographical,customer,string
grade,customer,employee,string
status,,employee,string
gender,order,bank,string
joining,,shape,date
employment,social,location,boolean
year,,school,
exit,postal,location,
area,passport,university,string
number,anniversary,store,integer
employee_number,employment,customer,integer
weight,address,organization,float
employee_number,customer,university,integer
termination,geographical,employee,date
salary,termination,organization,float
weight,social,product,float
date,geographical,government,date
area,address,location,string
zip,address,employee,integer
height,employment,store,float
area,product,bank,string
progress,anniversary,school,string
salary,user,government,float
progress,ID,user,string
country,passport,customer,string
salary,order,government,float
termination,geographical,university,date
employee_number,employee,school,integer
exit,customer,employee,
country,work,school,string
employment,anniversary,employee,boolean
day,user,bank,
country,order,store,string
area,work,product,string
marriage,ID,school,date
termination,postal,shape,date
passport,work,store,string
height,employment,university,float
weight,anniversary,store,float
ID,,product,integer
weight,marriage,user,float
class,postal,bank,string
salary,social,product,float
date,work,store,date
status,termination,organization,string
day,termination,user,
birth,employee,store,
weight,employment,bank,float
email,postal,school,string
country,passport,organization,string
level,customer,user,string
birth,employee,organization,
weight,geographical,government,float
name,user,product,string
level,customer,bank,string
termination,order,employee,date
marriage,geographical,organization,date
employee_number,user,user,integer
city,product,location,string
grade,passport,shape,string
joining,customer,product,date
year,user,location,
ID,work,government,integer
joining,geographical,product,date
city,manager,product,string
grade,ID,user,string
city,work,university,string
month,termination,product,
time,,customer,string
time,anniversary,store,string
month,social,government,
day,social,employee,
number,employee,product,integer
country,work,school,string
gender,termination,customer,string
termination,anniversary,organization,date
marriage,geographical,bank,date
day,customer,user,
class,customer,user,string
passport,employment,university,string
birth,marriage,school,
zip,marriage,bank,integer
phone,ID,employee,string
number,geographical,government,integer
day,anniversary,shape,
height,,shape,float
exit,employee,location,
class,user,store,string
year,customer,shape,
time,passport,shape,string
marriage,marriage,organization,date
year,anniversary,location,
employment,customer,school,boolean
employee_number,postal,product,integer
passport,employee,bank,string
number,manager,user,integer
area,manager,user,string
zip,product,employee,integer
marriage,address,bank,date
country,passport,location,enumeration
salary,customer,store,float
exit,ID,store,
weight,ID,customer,float
passport,ID,school,string
termination,user,product,date
progress,passport,school,string
passport,employee,government,string
month,termination,employee,
day,termination,store,
month,termination,bank,
marriage,marriage,user,date
marriage,order,organization,date
passport,order,school,string
class,employee,university,string
phone,employment,location,string
status,postal,shape,string
status,employment,shape,string
exit,termination,store,
zip,postal,bank,integer
area,employment,customer,string
level,anniversary,product,string
name,address,employee,string
progress,employee,school,string
employee_number,postal,user,integer
gender,work,bank,string
anniversary,geographical,customer,date
joining,employee,organization,date
gender,work,school,string
height,product,bank,float
time,,organization,string
day,product,employee,
number,order,school,integer
joining,customer,bank,date
ID,address,store,integer
day,address,employee,
grade,customer,shape,string
weight,user,employee,float
gender,,university,string
employee_number,termination,location,integer
status,address,user,string
level,customer,government,enumeration
status,geographical,store,string
ID,employee,shape,integer
month,work,government,
area,order,school,string
passport,user,employee,string
day,ID,employee,
termination,passport,shape,date
termination,ID,shape,date
country,product,product,string
progress,,location,enumeration
day,,shape,
birth,ID,shape,
year,work,government,
zip,termination,location,integer
progress,employee,bank,string
passport,address,employee,string
area,marriage,employee,string
joining,order,shape,date
grade,marriage,location,enumeration
name,address,product,string
phone,product,shape,string
grade,order,product,string
time,,location,string
year,employee,government,
number,passport,employee,integer
marriage,geographical,product,date
city,product,university,string
manager_status,order,customer,boolean
birth,employment,university,
date,termination,product,date
zip,address,government,integer
manager_status,order,school,boolean
year,manager,store,
passport,address,shape,string
birth,manager,customer,
ID,geographical,university,integer
manager_status,,school,boolean
marriage,anniversary,school,date
name,employee,government,string
ID,passport,organization,integer
height,customer,store,float
number,social,organization,integer
month,order,product,
manager_status,marriage,school,boolean
day,geographical,customer,
status,employment,store,string
zip,postal,government,integer
city,product,university,string
time,order,location,string
date,marriage,product,date
anniversary,work,location,date
time,employment,shape,string
status,order,university,string
month,product,customer,
employment,employee,organization,boolean
zip,,employee,integer
number,employee,location,integer
zip,employment,shape,integer
name,geographical,user,string
marriage,user,bank,date
joining,employment,user,date
area,social,customer,string
anniversary,user,customer,date
day,order,shape,
ID,employee,government,integer
country,,school,string
anniversary,,employee,date
day,social,user,
employment,customer,employee,boolean
marriage,passport,organization,date
number,passport,product,integer
progress,termination,bank,string
grade,user,bank,string
employee_number,,location,integer
zip,marriage,customer,integer
gender,termination,university,string
time,marriage,organization,string
marriage,product,school,date
passport,employee,customer,string
employment,user,product,boolean
joining,customer,customer,date
marriage,employment,product,date
weight,geographical,employee,float
date,address,bank,date
progress,user,user,string
gender,customer,location,string
year,employment,shape,
level,address,location,enumeration
employment,manager,organization,boolean
progress,passport,customer,string
level,user,school,string
ID,social,school,integer
country,marriage,product,string
day,employment,location,
anniversary,user,location,date
ID,employment,university,integer
time,ID,government,string
area,product,customer,string
number,address,user,integer
zip,termination,location,integer
weight,user,organization,float
exit,employee,product,
progress,geographical,government,enumeration
time,address,store,string
name,marriage,school,string
phone,address,product,string
day,ID,government,
class,order,organization,string
employment,work,government,boolean
area,employee,product,string
name,geographical,customer,string
city,manager,school,string
anniversary,address,organization,date
employee_number,product,university,integer
marriage,marriage,customer,date
salary,passport,user,float
progress,social,government,enumeration
passport,termination,location,string
progress,employee,product,string
exit,termination,university,
level,address,customer,string
day,ID,location,
exit,,organization,
class,passport,product,string
height,product,bank,float
area,passport,user,string
birth,user,user,
class,manager,university,string
joining,address,product,date
date,order,university,date
anniversary,user,government,date
birth,customer,organization,
ID,customer,school,integer
weight,employee,government,float
class,employment,user,string
passport,passport,employee,string
area,work,government,string
year,product,school,
number,ID,bank,integer
country,employment,organization,string
time,termination,government,string
phone,address,customer,string
class,manager,organization,string
employee_number,marriage,store,integer
class,termination,customer,string
month,marriage,bank,
anniversary,marriage,product,date
status,social,user,string
zip,customer,user,integer
phone,,product,string
date,,store,date
weight,ID,employee,float
employment,ID,user,boolean
day,employee,organization,
date,,government,date
birth,passport,university,
gender,passport,user,string
day,employee,university,
area,marriage,bank,string
marriage,manager,location,date
anniversary,marriage,product,date
grade,ID,organization,string
weight,customer,customer,float
progress,work,shape,string
anniversary,product,employee,date
progress,anniversary,user,string
class,passport,product,string
anniversary,anniversary,location,date
zip,product,product,integer
marriage,employee,government,date
anniversary,passport,employee,date
phone,marriage,user,string
time,postal,shape,string
grade,work,school,string
progress,geographical,shape,string
country,ID,bank,string
area,geographical,location,string
phone,user,school,string
birth,passport,customer,
birth,anniversary,location,
height,geographical,government,float
status,,school,string
marriage,anniversary,university,date
gender,user,school,string
phone,termination,bank,string
email,,employee,string
city,manager,store,string
class,geographical,customer,string
passport,user,customer,string
joining,social,university,date
birth,marriage,store,
country,,user,string
date,manager,user,date
status,ID,employee,string
year,product,employee,
joining,termination,product,date
termination,marriage,store,date
city,ID,school,string
country,social,location,enumeration
employee_number,geographical,shape,integer
exit,anniversary,location,
grade,product,school,string
birth,,organization,
anniversary,termination,organization,date
city,work,school,string
termination,geographical,school,date
status,postal,customer,string
city,employment,location,string
phone,termination,government,string
day,passport,bank,
employee_number,customer,government,integer
height,customer,customer,float
name,passport,employee,string
country,anniversary,shape,string
exit,address,shape,
name,address,bank,string
city,ID,shape,string
year,marriage,customer,
employee_number,manager,employee,integer
year,user,school,
grade,passport,university,string
gender,marriage,organization,string
salary,order,government,float
number,order,school,integer
month,termination,location,
level,termination,location,enumeration
anniversary,order,shape,date
salary,work,product,float
date,postal,location,date
grade,geographical,customer,string
name,employment,bank,string
email,termination,school,string
termination,passport,product,date
zip,address,university,integer
number,passport,user,integer
weight,termination,employee,float
year,user,bank,
time,customer,location,string
progress,anniversary,user,string
anniversary,employee,government,date
name,anniversary,school,string
status,employment,location,enumeration
city,work,customer,string
joining,user,store,date
manager_status,termination,location,boolean
progress,social,school,string
month,manager,organization,
year,employment,shape,
number,employment,government,integer
termination,employment,government,date
level,marriage,school,string
progress,ID,customer,string
employment,anniversary,store,boolean
city,,location,string
termination,anniversary,user,date
salary,manager,customer,float
time,order,university,string
anniversary,marriage,customer,date
height,postal,organization,float
year,marriage,store,
day,work,university,
ID,postal,customer,integer
manager_status,product,organization,boolean
phone,employment,organization,string
ID,order,organization,integer
country,employment,bank,string
area,,product,string
name,order,employee,string
weight,order,school,float
class,customer,government,enumeration
height,marriage,store,float
zip,termination,bank,integer
month,product,employee,
phone,user,school,string
year,postal,government,
marriage,employee,store,date
salary,work,university,float
email,user,store,string
termination,ID,location,date
passport,employment,store,string
termination,marriage,bank,date
number,employee,government,integer
zip,order,government,integer
salary,passport,store,float
city,social,user,string
progress,marriage,university,string
anniversary,anniversary,bank,date
grade,manager,organization,string
grade,geographical,organization,string
joining,manager,employee,date
termination,termination,store,date
status,social,store,string
year,social,government,
salary,manager,university,float
phone,,customer,string
email,,shape,string
city,geographical,bank,string
area,employee,customer,string
marriage,address,user,date
employee_number,termination,product,integer
salary,passport,government,float
termination,employee,location,date
status,employee,store,string
exit,termination,user,
status,,employee,string
termination,anniversary,university,date
grade,ID,organization,string
date,geographical,organization,date
ID,termination,location,integer
ID,manager,school,integer
height,marriage,school,float
anniversary,anniversary,store,date
exit,order,government,
status,postal,organization,string
termination,customer,employee,date
phone,marriage,organization,string
level,customer,user,string
level,marriage,university,string
employment,postal,bank,boolean
employment,employment,organization,boolean
weight,manager,customer,float
email,address,shape,string
status,postal,customer,string
salary,manager,store,float
level,order,government,enumeration
exit,customer,user,
year,,product,
city,social,bank,string
area,social,location,string
number,marriage,shape,integer
date,order,product,date
weight,social,organization,float
exit,product,customer,
status,geographical,employee,string
salary,ID,government,float
level,employment,employee,string
employment,termination,university,boolean
level,termination,store,string
ID,address,bank,integer
time,,government,string
anniversary,address,product,date
level,work,government,enumeration
gender,postal,product,string
termination,geographical,store,date
number,ID,university,integer
employment,geographical,user,boolean
status,employment,location,enumeration
month,postal,shape,
exit,employee,government,
day,employment,location,
class,geographical,employee,string
email,postal,school,string
employee_number,product,school,integer
employment,passport,store,boolean
gender,employee,store,string
weight,marriage,product,float
weight,termination,bank,float
day,postal,government,
day,employee,shape,
height,product,store,float
ID,employee,government,integer
time,order,shape,string
number,product,location,integer
salary,customer,school,float
number,work,shape,integer
date,marriage,product,date
number,address,university,integer
country,address,school,string
area,order,government,string
zip,marriage,university,integer
status,product,employee,string
email,manager,location,string
number,order,bank,integer
ID,marriage,organization,integer
class,termination,shape,string
status,address,store,string
grade,user,school,string
anniversary,employee,shape,date
email,address,shape,string
weight,passport,bank,float
city,termination,product,string
birth,product,store,
city,order,school,string
termination,marriage,customer,date
email,passport,university,string
exit,postal,store,
zip,user,organization,integer
status,user,shape,string
time,address,school,string
salary,,school,float
city,marriage,shape,string
month,customer,employee,
level,customer,school,string
gender,marriage,location,string
class,product,organization,string
gender,termination,organization,string
status,,product,string
employee_number,,store,integer
year,passport,government,
level,product,shape,string
class,product,organization,string
name,social,store,string
ID,address,employee,integer
class,termination,customer,string
country,employee,shape,string
exit,geographical,university,
class,geographical,shape,string
employee_number,ID,customer,integer
level,,product,string
weight,termination,government,float
passport,anniversary,user,string
marriage,employment,shape,date
year,work,location,
birth,postal,school,
country,employee,product,string
zip,postal,bank,integer
gender,employment,location,string
year,,customer,
progress,marriage,employee,string
termination,marriage,university,date
number,geographical,customer,integer
grade,user,bank,string
employee_number,product,store,integer
manager_status,work,customer,boolean
birth,geographical,product,
marriage,,school,date
exit,work,product,
manager_status,postal,product,boolean
manager_status,order,bank,boolean
date,termination,product,date
email,anniversary,school,string
date,termination,university,date
joining,anniversary,organization,date
name,customer,bank,string
progress,employment,user,string
progress,ID,customer,string
termination,postal,location,date
passport,marriage,customer,string
number,employee,store,integer
day,passport,university,
